run	alignments_in_new_total	alignments_in_old_total	average_end_difference	average_start_difference	average_start_or_end_difference	combined_in_new	end_did_not_change	ends_earlier_in_new	ends_later_in_new	evaluated_alignments_in_new	evaluated_alignments_in_old	max_end_difference	max_start_difference	median_end_difference	median_start_difference	min_end_difference	min_start_difference	not_in_new	not_in_new_plus_not_in_old	not_in_old	split_in_new	start_did_not_change	start_or_end_did_not_change	starts_earlier_in_new	starts_later_in_new
6_70_100_36_float	1610	1657	101.93726235741445	58.250950570342205	80.09410646387833	0	172	107	247	362	345	1506	1050	0.0	-1.0	-1040	-100	38	145	107	62	0	172	352	174
10_50_300_12_float	5620	1657	187.31617647058823	-13.544117647058824	100.43014705882352	0	199	47	434	810	345	1366	454	35.0	-1.0	-360	-679	0	570	570	120	1	200	581	98
4_70_700_20_nonfl	2355	1657	63.55239520958084	-23.362275449101798	43.45733532934132	2	127	209	332	441	345	1275	959	0.0	-1.0	-495	-756	0	173	173	35	79	206	468	121
6_50_500_36_float	1924	1657	12.38135593220339	13.469491525423729	12.92542372881356	0	268	97	225	366	345	895	653	0.0	-1.0	-998	-382	12	185	173	12	1	269	449	140
2_40_300_12_float	10762	1657	189.0843023255814	-13.921511627906977	101.50290697674419	0	195	51	442	1031	345	1405	458	39.0	-1.0	-467	-679	0	1292	1292	126	1	196	584	103
4_40_700_36_float	2649	1657	15.1328125	14.3734375	14.753125	0	291	109	240	424	345	924	818	0.0	-1.0	-656	-382	4	269	265	13	1	292	484	155
6_40_500_28_nonfl	2114	1657	45.30769230769231	-1.8237179487179487	23.565705128205128	0	123	216	285	408	345	1275	631	0.0	-1.0	-682	-500	9	191	182	28	78	201	414	132
6_60_700_28_float	1994	1657	40.95384615384615	6.736923076923077	23.845384615384614	1	287	94	269	397	345	1274	962	0.0	-1.0	-681	-757	4	156	152	20	0	287	495	155
4_60_700_12_float	11902	1657	175.79402985074626	-28.88507462686567	102.33955223880596	2	205	49	416	1060	345	1295	962	27.5	-1.0	-730	-948	0	1437	1437	113	2	207	565	103
2_60_700_12_nonfl	8357	1657	129.2537313432836	-37.37910447761194	83.31641791044777	2	107	171	392	807	345	1295	959	6.5	-1.0	-475	-948	0	959	959	80	62	169	504	104
2_70_300_20_nonfl	2376	1657	66.91114457831326	2.4096385542168677	34.66039156626506	0	126	213	325	449	345	1275	959	0.0	-1.0	-495	-300	0	174	174	42	80	206	445	139
6_40_300_20_float	3865	1657	91.72448979591837	1.1326530612244898	46.42857142857143	0	264	76	346	573	345	1274	629	1.0	-1.0	-473	-270	0	367	367	63	1	265	556	129
2_70_300_12_nonfl	4905	1657	128.45345345345345	-11.00900900900901	69.73123123123123	0	111	174	381	643	345	1361	959	4.0	-1.0	-495	-353	0	505	505	75	59	170	495	112
8_70_300_20_nonfl	2056	1657	67.79816513761467	1.9785932721712538	34.88837920489296	0	126	209	319	422	345	1275	959	0.0	-1.0	-495	-300	2	137	135	42	77	203	441	136
8_40_700_28_nonfl	1798	1657	44.62162162162162	-8.89695945945946	26.75929054054054	0	123	206	263	374	345	1275	608	0.0	-1.0	-682	-756	16	156	140	25	77	200	391	124
4_50_700_20_nonfl	2792	1657	66.44395280235989	-24.908554572271388	45.676253687315636	2	127	205	346	486	345	1275	959	2.0	-1.0	-495	-756	0	249	249	40	80	207	481	117
8_70_100_12_nonfl	2921	1657	170.5625	16.021341463414632	93.29192073170732	0	101	161	394	573	345	1361	959	8.5	-1.0	-495	-120	0	216	216	101	67	168	448	141
10_50_100_20_nonfl	2408	1657	152.8765625	31.2703125	92.0734375	0	107	170	363	504	345	1623	966	4.0	-1.0	-495	-120	6	163	157	91	81	188	393	166
4_70_500_28_float	1860	1657	35.041009463722396	10.504731861198739	22.77287066246057	0	281	96	257	375	345	1274	962	0.0	-1.0	-815	-382	7	136	129	19	0	281	481	153
6_30_300_36_nonfl	1814	1657	68.48007246376811	9.501811594202898	38.9909420289855	0	118	177	257	365	345	1597	631	0.0	-1.0	-402	-300	27	171	144	36	83	201	341	128
4_40_500_36_float	2695	1657	19.9171875	15.6359375	17.7765625	0	283	107	250	431	345	924	818	0.0	-1.0	-656	-382	4	272	268	18	1	284	484	155
6_70_100_12_float	3828	1657	206.3534743202417	16.27794561933535	111.31570996978853	0	196	49	417	668	345	1366	962	35.0	-1.0	-499	-114	0	313	313	129	1	197	531	130
10_30_100_12_float	7969	1657	239.26231884057972	0.15507246376811595	119.70869565217392	0	178	35	477	1016	345	1405	492	59.5	-1.0	-502	-114	0	863	863	165	2	180	592	96
8_40_100_12_nonfl	3976	1657	192.7315634218289	2.46165191740413	97.59660766961652	0	96	136	446	716	345	1361	495	27.0	-1.0	-398	-120	0	354	354	126	70	166	484	124
6_70_700_28_float	1844	1657	40.59276729559748	6.7578616352201255	23.675314465408803	1	287	92	257	374	345	1274	962	0.0	-1.0	-681	-757	6	134	128	18	0	287	482	154
8_50_100_28_nonfl	2080	1657	161.03460207612457	42.63667820069204	101.83564013840831	0	100	158	320	441	345	1597	959	3.0	-1.0	-1038	-120	20	157	137	84	81	181	327	170
6_40_500_36_float	2449	1657	20.40348101265823	16.359177215189874	18.381329113924053	0	281	104	247	421	345	924	818	0.0	-1.0	-656	-382	4	251	247	18	1	282	477	154
4_60_700_12_nonfl	4614	1657	129.2537313432836	-37.37910447761194	83.31641791044777	2	107	171	392	663	345	1295	959	6.5	-1.0	-475	-948	0	459	459	80	62	169	504	104
2_70_100_20_nonfl	2385	1657	138.7360248447205	38.30124223602485	88.51863354037268	0	112	187	345	482	345	1499	966	2.5	-1.0	-495	-120	3	156	153	81	81	193	378	185
10_30_300_20_float	6300	1657	101.22028985507247	-2.9391304347826086	52.07971014492754	0	261	71	358	675	345	1372	629	2.0	-1.0	-473	-270	0	695	695	73	2	263	567	121
4_70_700_36_nonfl	1363	1657	9.942379182156134	-0.14869888475836432	5.045539033457249	0	128	201	209	290	345	717	636	0.0	-1.0	-999	-700	31	117	86	6	79	207	340	119
8_30_500_12_float	10339	1657	190.25801749271136	-30.239067055393587	110.24854227405247	2	191	49	446	1095	345	1405	371	43.0	-1.0	-730	-948	0	1255	1255	135	3	194	600	83
6_30_500_20_nonfl	3219	1657	67.66180758017492	-22.037900874635568	44.849854227405245	1	125	205	356	527	345	1275	495	2.0	-1.0	-475	-645	0	294	294	51	83	208	493	110
6_50_700_28_nonfl	1958	1657	38.09646302250804	-7.078778135048232	22.587620578778136	0	124	219	279	385	345	1275	959	0.0	-1.0	-682	-756	9	166	157	21	77	201	415	130
4_70_300_12_nonfl	3687	1657	128.45345345345345	-11.00900900900901	69.73123123123123	0	111	174	381	594	345	1361	959	4.0	-1.0	-495	-353	0	337	337	75	59	170	495	112
2_30_100_20_float	7451	1657	180.8144927536232	20.08405797101449	100.44927536231884	0	209	62	419	787	345	1628	672	23.0	-1.0	-502	-112	0	774	774	125	2	211	538	150
10_60_700_36_nonfl	1173	1657	10.020576131687243	-3.2983539094650207	6.659465020576132	0	122	179	185	262	345	717	636	0.0	-1.0	-999	-700	50	125	75	6	73	195	313	100
4_30_700_36_nonfl	1971	1657	21.203703703703702	2.9478114478114477	12.075757575757574	0	127	216	251	378	345	959	631	0.0	-1.0	-398	-700	18	206	188	15	86	213	375	133
6_30_500_36_float	2526	1657	29.701892744479494	14.088328075709779	21.895110410094638	0	277	99	258	435	345	962	818	0.0	-1.0	-398	-382	4	260	256	24	1	278	479	154
8_30_300_20_nonfl	2748	1657	86.27071005917159	-9.483727810650887	47.87721893491124	0	122	199	355	511	345	1370	631	2.0	-1.0	-473	-300	2	227	225	62	81	203	477	118
2_60_500_12_float	12303	1657	179.05671641791045	-20.713432835820896	99.88507462686567	2	205	49	416	1042	345	1366	962	28.0	-1.0	-730	-948	0	1539	1539	113	2	207	568	100
2_60_500_12_nonfl	7020	1657	130.80149253731344	-25.6955223880597	78.24850746268658	2	109	169	392	750	345	1361	959	6.5	-1.0	-475	-948	0	796	796	80	64	173	504	102
