run	alignments_in_new_total	alignments_in_old_total	average_end_difference	average_start_difference	average_start_or_end_difference	combined_in_new	end_did_not_change	ends_earlier_in_new	ends_later_in_new	max_end_difference	max_start_difference	median_end_difference	median_start_difference	min_end_difference	min_start_difference	not_in_new	not_in_new_plus_not_in_old	not_in_old	split_in_new	start_did_not_change	start_or_end_did_not_change	starts_earlier_in_new	starts_later_in_new
4_30_300_36_nonfl	2145	1657	81.93044128646223	10.016828721017204	45.973635003739716	0	345	799	1530	1597	806	5.0	-1.0	-713	-320	136	679	543	233	351	696	1614	709
2_40_500_20_float	4045	1657	87.32114320835895	-14.02027027027027	50.67070673931461	5	949	420	1885	1280	805	11.0	-1.0	-561	-948	3	2047	2044	304	20	969	2631	605
8_70_100_12_float	3716	1657	165.32507936507938	16.99142857142857	91.15825396825397	2	698	384	2068	1580	962	36.5	-1.0	-868	-160	11	1329	1318	568	21	719	2393	736
10_30_700_36_nonfl	1280	1657	49.04493307839388	-3.7595602294455066	26.402246653919693	11	336	649	1107	1388	806	2.0	-1.0	-713	-726	299	426	127	95	284	620	1318	490
6_60_700_12_float	8914	1657	170.1326530612245	-38.21768707482993	104.17517006802721	13	694	306	2234	1494	962	55.0	-1.0	-847	-1162	1	6475	6474	589	26	720	2704	504
10_70_700_12_nonfl	2929	1657	130.47295597484276	-44.69603524229075	87.58449560856675	14	359	727	2094	1490	959	27.0	-4.0	-981	-1005	9	824	815	408	293	652	2379	506
6_70_100_28_float	1982	1657	92.16814159292035	47.13237463126843	69.65025811209439	0	693	574	1445	1506	1117	3.0	-1.0	-1155	-119	117	377	260	298	18	711	1774	920
2_30_500_36_nonfl	2601	1657	40.41411682892907	7.701668984700974	24.05789290681502	1	379	994	1503	1388	899	2.0	-1.0	-713	-520	77	1084	1007	142	365	744	1738	773
8_70_500_36_nonfl	1273	1657	25.937271062271062	4.652472527472527	15.294871794871796	1	356	750	1078	1388	960	0.0	-1.0	-1109	-520	264	388	124	55	292	648	1346	546
2_50_700_28_nonfl	2134	1657	43.82992501704158	-7.101567825494206	25.465746421267895	11	405	963	1566	1275	963	2.0	-1.0	-806	-821	60	601	541	110	352	757	1901	681
4_40_100_36_nonfl	2433	1657	141.96269781461945	47.17106254709872	94.56688018085909	0	225	824	1605	1597	1127	16.0	0.0	-1038	-120	136	642	506	443	325	550	1325	1004
4_30_300_20_nonfl	4931	1657	94.49511897498475	-11.670530811470408	53.08282489322758	2	398	889	1991	1383	806	12.0	-1.0	-625	-546	3	2877	2874	345	374	772	2288	616
2_50_300_28_nonfl	2190	1657	54.68333333333333	8.36360544217687	31.5234693877551	0	380	953	1607	1597	960	3.0	-1.0	-817	-320	70	602	532	169	352	732	1868	720
8_70_500_20_float	2539	1657	77.0837531486146	-10.519509125235997	43.8016311369253	5	969	443	1764	1280	962	6.0	-1.0	-499	-948	11	707	696	219	19	988	2525	634
8_70_100_36_nonfl	1435	1657	72.36092715231788	65.44560075685904	68.90326395458845	0	230	785	1099	1487	1211	2.0	0.0	-1114	-120	289	411	122	219	258	488	1008	848
10_40_700_28_float	3146	1657	52.94927536231884	-1.826086956521739	27.387681159420293	11	949	520	1567	1280	805	3.0	-1.0	-712	-948	33	1471	1438	164	17	966	2309	710
6_40_100_36_nonfl	2120	1657	160.0542414355628	44.24551386623165	102.14987765089722	0	215	694	1543	1597	1127	22.0	-1.0	-1038	-120	192	491	299	438	299	514	1266	887
10_60_300_36_nonfl	1241	1657	43.12176414189837	20.325982742090126	31.723873441994247	0	326	694	1066	1388	1211	2.0	-1.0	-1109	-320	302	393	91	103	273	599	1250	563
6_30_700_20_nonfl	3186	1657	88.75706214689265	-27.632685069008783	58.19487360795072	15	401	842	1943	1383	963	11.0	-2.0	-513	-821	9	1254	1245	290	375	776	2248	565
10_40_500_36_float	2147	1657	39.357454545454544	11.208	25.28272727272727	2	866	532	1352	1385	901	0.0	-1.0	-804	-519	111	748	637	124	15	881	2007	728
10_50_500_12_nonfl	3278	1657	136.45784252944824	-36.772163670179786	86.61500309981402	9	357	675	2194	1490	636	35.0	-4.0	-486	-1005	7	1041	1034	480	310	667	2457	459
6_60_300_28_nonfl	1804	1657	54.49523460410557	8.424853372434018	31.460043988269796	0	374	877	1477	1275	1077	3.0	-1.0	-817	-320	114	391	277	151	332	706	1724	672
2_50_700_36_nonfl	1787	1657	26.76016884113584	4.579815809669992	15.669992325402916	10	385	925	1296	1388	806	0.0	-1.0	-999	-821	129	541	412	65	340	725	1567	699
6_40_300_12_float	7935	1657	181.12172854534387	-18.139683505782106	99.63070602556299	4	684	259	2343	1590	683	65.0	-1.0	-529	-775	0	5275	5275	681	24	708	2792	470
8_60_300_12_nonfl	3266	1657	128.03271028037383	-18.526168224299067	73.27943925233645	5	362	733	2115	1588	960	28.0	-3.0	-517	-443	9	1101	1092	435	294	656	2393	523
10_50_100_36_nonfl	1562	1657	131.49620493358634	50.007590132827325	90.75189753320683	0	217	656	1235	1597	1211	12.0	-1.0	-1415	-120	299	402	103	325	249	466	1082	777
4_30_100_20_float	7390	1657	170.83647990255787	17.218940316686968	94.02771010962242	0	713	373	2198	1628	805	42.0	-1.0	-895	-174	2	4819	4817	652	26	739	2417	841
8_70_100_28_nonfl	1749	1657	97.24373484236055	45.95917542441391	71.60145513338723	0	265	827	1382	1499	1336	4.0	-1.0	-1157	-120	176	350	174	284	283	548	1320	871
4_50_100_20_float	3231	1657	133.5875796178344	29.7828025477707	81.68519108280255	0	769	488	1883	1628	972	18.5	-1.0	-895	-174	22	1058	1036	471	21	790	2201	918
6_60_700_20_nonfl	2329	1657	76.4382597568778	-22.074168797953963	49.25621427741588	14	413	886	1827	1275	963	7.0	-1.0	-513	-821	17	553	536	199	364	777	2156	608
4_60_700_28_float	2011	1657	46.267299864314786	-0.9813432835820896	23.62432157394844	11	958	521	1469	1280	962	0.0	-1.0	-805	-822	62	473	411	110	17	975	2230	701
10_30_300_36_float	2338	1657	82.27974044700792	13.643835616438356	47.96178803172314	2	797	469	1508	1596	901	4.0	-1.0	-661	-553	110	787	677	244	17	814	2025	732
4_50_500_36_nonfl	1786	1657	26.77962819519752	7.920604182804028	17.350116189000776	1	385	900	1297	1388	960	1.0	-1.0	-999	-520	144	552	408	80	335	720	1561	686
4_50_300_20_float	3160	1657	91.27213216957605	-2.135286783042394	46.70370947630922	3	931	439	1838	1288	962	10.0	-1.0	-625	-883	8	1193	1185	306	16	947	2544	648
8_30_300_36_nonfl	1583	1657	90.59394205443371	4.230904302019315	47.41242317822651	0	321	646	1311	1597	806	7.0	-1.0	-713	-320	254	461	207	207	304	625	1417	557
6_70_300_28_nonfl	1653	1657	50.93277945619335	8.513595166163142	29.723187311178247	0	375	856	1417	1275	1077	2.0	-1.0	-1109	-320	128	316	188	133	325	700	1670	653
10_70_300_20_float	2469	1657	78.06893265565438	0.25984752223634056	39.16439008894536	3	949	469	1730	1288	962	5.5	-1.0	-1108	-883	15	626	611	246	14	963	2467	667
8_30_500_20_nonfl	2661	1657	84.8108108108108	-21.424437299035368	53.117624054923084	6	404	823	1881	1383	806	10.0	-2.0	-513	-746	30	790	760	288	363	767	2204	543
4_70_300_28_nonfl	1721	1657	48.382030679327976	9.079620160701241	28.730825420014607	0	382	895	1461	1275	1077	2.0	-1.0	-1109	-320	113	324	211	133	333	715	1728	677
10_40_300_20_nonfl	2244	1657	89.18947015425888	-9.930918846411805	49.56019450033534	2	390	813	1779	1336	806	9.0	-1.0	-806	-546	64	473	409	285	349	739	2064	569
2_60_100_12_float	4774	1657	177.1293157564344	12.95731324544884	95.04331450094162	2	679	350	2157	1580	962	45.0	-1.0	-868	-160	6	2264	2258	628	22	701	2466	698
2_60_300_12_float	8389	1657	163.6046942557134	-13.567634342186535	88.58616429894997	4	724	294	2220	1580	962	53.0	-1.0	-513	-775	0	5956	5956	578	23	747	2701	514
8_50_500_20_nonfl	2373	1657	73.7358306188925	-16.849609375	45.29271999694625	6	415	853	1802	1275	959	7.0	-1.0	-513	-746	32	613	581	218	357	772	2135	580
2_30_700_36_nonfl	2549	1657	35.81962025316456	4.963783403656821	20.39170182841069	11	380	996	1468	1388	899	2.0	-1.0	-713	-821	77	1074	997	118	368	748	1708	768
2_40_700_12_nonfl	9915	1657	143.97667280540207	-48.01781326781327	95.99724303660767	14	355	665	2238	1490	700	38.0	-5.0	-981	-1005	2	7581	7579	522	311	666	2488	457
10_40_500_28_nonfl	1633	1657	60.20423661071143	-8.053157474020784	34.128697042366106	2	378	741	1383	1275	806	3.0	-1.0	-713	-520	183	398	215	144	306	684	1663	533
4_60_300_12_nonfl	4005	1657	128.08457711442787	-18.5342039800995	73.30939054726369	5	362	733	2121	1588	960	28.0	-3.0	-517	-443	5	1833	1828	435	294	656	2399	523
6_60_100_12_nonfl	3378	1657	150.9361904761905	12.875238095238096	81.9057142857143	3	321	734	2095	1588	960	29.0	-1.0	-600	-209	16	1096	1080	521	293	614	2109	748
2_60_500_36_float	1649	1657	27.575486381322957	12.625291828793774	20.100389105058365	1	881	494	1195	1385	957	0.0	-1.0	-1108	-519	147	436	289	72	15	896	1866	689
6_70_300_36_float	1492	1657	38.05004135649297	24.0136476426799	31.031844499586434	0	806	449	1163	1385	1144	0.0	-1.0	-1108	-319	201	381	180	99	10	816	1740	668
2_40_300_36_float	2806	1657	59.477226376614546	20.659075458871516	40.06815091774303	1	848	593	1501	1596	901	2.5	-1.0	-864	-663	61	1170	1109	205	16	864	2092	834
2_60_300_12_nonfl	5356	1657	128.08457711442787	-18.5342039800995	73.30939054726369	5	362	733	2121	1588	960	28.0	-3.0	-517	-443	4	3183	3179	435	294	656	2399	523
10_30_100_36_float	2835	1657	172.1779538904899	37.345461095100866	104.76170749279538	0	545	499	1732	1596	901	27.0	-1.0	-868	-119	110	794	684	529	23	568	1789	964
4_60_300_28_nonfl	1873	1657	51.992553191489364	9.029787234042553	30.511170212765958	0	381	916	1523	1275	1077	3.0	-1.0	-817	-320	101	401	300	151	340	721	1783	697
2_40_100_12_float	6942	1657	200.59386503067483	5.030981595092024	102.81242331288342	2	635	282	2343	1590	691	64.0	-1.0	-530	-160	2	4125	4123	755	25	660	2619	616
6_60_100_36_float	1871	1657	85.93121480289622	62.922365245374095	74.42679002413516	0	575	661	1250	1506	1203	1.0	-1.0	-1116	-119	168	455	287	284	14	589	1498	974
8_50_100_12_float	4896	1657	190.18404717566727	9.438547486033519	99.8112973308504	2	658	318	2246	1590	776	55.0	-1.0	-602	-160	6	2247	2241	689	23	681	2532	667
8_70_500_12_float	5980	1657	160.17399380804954	-27.195046439628484	93.68452012383901	7	730	309	2191	1494	962	49.0	-1.0	-757	-1008	2	3619	3617	545	25	755	2690	515
8_60_100_36_float	1867	1657	86.6766129032258	62.99959677419355	74.83810483870968	0	573	659	1248	1506	1203	1.0	-1.0	-1116	-119	171	457	286	284	14	587	1494	972
10_70_500_28_nonfl	1462	1657	45.800899427636956	-4.0036794766966475	24.9022894521668	2	384	770	1292	1275	960	2.0	-1.0	-1109	-520	188	325	137	95	300	684	1597	549
2_40_100_36_nonfl	2874	1657	126.45647558386412	50.910474168435954	88.68347487615003	0	229	960	1637	1597	1127	12.0	0.0	-1038	-120	86	947	861	443	336	565	1388	1102
8_40_300_28_float	3279	1657	68.37118754055808	9.024983776768332	38.69808565866321	2	887	537	1658	1596	805	3.0	-1.0	-712	-553	33	1498	1465	236	18	905	2309	755
8_60_100_20_float	2799	1657	123.2864077669903	32.47766990291262	77.88203883495146	0	792	513	1785	1596	965	12.0	-1.0	-895	-152	31	736	705	423	19	811	2141	930
10_30_300_36_nonfl	1420	1657	90.62112676056339	4.095774647887324	47.358450704225355	0	312	598	1220	1597	806	6.0	-1.0	-713	-320	299	432	133	193	284	596	1337	509
2_60_700_20_nonfl	2744	1657	76.0299306868305	-21.92191435768262	48.97592252225656	14	414	904	1856	1275	963	7.0	-1.0	-513	-821	9	936	927	199	366	780	2191	619
2_50_100_28_nonfl	2409	1657	107.62578836720392	43.20042046250876	75.41310441485635	0	265	947	1642	1597	1116	8.5	-1.0	-1157	-120	93	609	516	369	310	575	1562	982
6_60_300_36_nonfl	1527	1657	35.26404023470243	23.7569153394803	29.510477787091364	0	347	827	1212	1388	1211	2.0	-1.0	-1109	-320	209	434	225	105	304	651	1400	682
4_60_100_12_float	4562	1657	177.1293157564344	12.95731324544884	95.04331450094162	2	679	350	2157	1580	962	45.0	-1.0	-868	-160	7	2053	2046	628	22	701	2466	698
6_30_100_20_float	7312	1657	170.83647990255787	17.218940316686968	94.02771010962242	0	713	373	2198	1628	805	42.0	-1.0	-895	-174	2	4741	4739	652	26	739	2417	841
8_50_500_36_float	1917	1657	29.801717699775953	11.848767737117251	20.825242718446603	1	888	533	1257	1385	957	0.0	-1.0	-998	-519	117	598	481	89	15	903	1950	713
6_60_500_36_nonfl	1487	1657	23.411297071129706	8.717154811715481	16.064225941422592	1	373	838	1179	1388	960	0.0	-1.0	-1109	-520	202	428	226	63	307	680	1452	631
2_30_500_36_float	3389	1657	38.95547493403694	14.664248021108179	26.80986147757256	3	916	629	1487	1385	957	0.0	-1.0	-712	-588	33	1740	1707	154	16	932	2177	839
6_40_100_20_float	4023	1657	143.88178415470992	24.447910168434184	84.16484716157206	0	758	461	1987	1628	972	24.5	-1.0	-895	-174	11	1697	1686	538	25	783	2296	885
2_60_100_12_nonfl	3859	1657	150.9361904761905	12.875238095238096	81.9057142857143	3	321	734	2095	1588	960	29.0	-1.0	-600	-209	13	1574	1561	521	293	614	2109	748
6_60_500_20_nonfl	2333	1657	69.7248727735369	-16.117609663064208	42.92124121830055	6	419	904	1821	1275	959	6.0	-1.0	-495	-746	17	549	532	196	361	780	2175	610
10_30_100_28_float	4220	1657	169.7221153846154	25.148397435897436	97.43525641025641	0	657	450	2013	1596	957	35.0	-1.0	-587	-119	27	1789	1762	606	24	681	2185	911
4_70_100_12_float	3989	1657	165.32507936507938	16.99142857142857	91.15825396825397	2	698	384	2068	1580	962	36.5	-1.0	-868	-160	9	1600	1591	568	21	719	2393	736
2_70_700_20_float	2807	1657	82.12713472485768	-15.939633375474083	49.033384050165886	13	961	436	1765	1280	962	6.0	-1.0	-513	-948	9	979	970	221	19	980	2509	636
8_70_300_12_nonfl	3039	1657	121.48746081504702	-17.14514106583072	69.31630094043886	5	366	758	2066	1490	960	24.0	-3.0	-517	-443	12	943	931	394	294	660	2354	542
8_40_500_28_float	3199	1657	52.01625487646294	1.372886866059818	26.694570871261377	4	947	535	1594	1280	805	3.0	-1.0	-712	-588	33	1491	1458	176	17	964	2346	713
4_30_300_28_nonfl	3003	1657	81.9100790513834	-0.028985507246376812	40.96953227931489	2	378	888	1770	1597	806	7.0	-1.0	-711	-546	46	1209	1163	276	368	746	1967	701
6_70_700_28_nonfl	1612	1657	43.42055722891566	-8.33960843373494	25.8800828313253	10	396	862	1398	1275	963	2.0	-1.0	-1109	-821	119	309	190	87	330	726	1709	617
4_70_700_12_float	11183	1657	164.126400996264	-36.83302180685358	100.4797114015588	13	711	315	2186	1494	962	50.0	-1.0	-847	-1162	1	8827	8826	545	25	736	2660	525
8_70_500_28_float	1832	1657	42.74947589098532	2.341719077568134	22.54559748427673	2	939	500	1423	1280	962	0.0	-1.0	-1108	-519	84	365	281	108	16	955	2175	671
2_40_700_36_float	2656	1657	31.443793103448275	11.937931034482759	21.690862068965515	12	919	602	1379	1385	901	0.0	-1.0	-804	-822	63	1152	1089	107	15	934	2087	798
10_60_700_20_nonfl	2002	1657	79.83516483516483	-21.829787234042552	50.832476034603694	14	399	823	1690	1275	963	6.0	-1.0	-513	-821	67	384	317	198	346	745	2003	565
10_60_300_28_nonfl	1565	1657	62.006441223832525	6.866747181964573	34.43659420289855	0	362	759	1363	1275	1077	3.0	-1.0	-817	-320	183	343	160	151	301	663	1596	587
2_30_100_36_nonfl	3240	1657	162.1128027681661	41.16505190311419	101.63892733564015	0	227	856	1807	1597	899	23.0	-1.0	-868	-120	75	1101	1026	534	345	572	1468	1077
10_70_100_28_nonfl	1662	1657	104.20511744966443	46.21854026845637	75.2118288590604	0	263	765	1356	1499	1336	6.0	-1.0	-1157	-120	206	339	133	283	267	530	1285	832
10_70_100_36_nonfl	1336	1657	77.77145708582835	65.46706586826348	71.61926147704591	0	224	733	1047	1487	1211	2.0	0.0	-1114	-120	323	402	79	218	236	460	972	796
10_30_500_20_nonfl	2309	1657	87.72065727699531	-22.374329758713138	55.04749351785422	6	392	783	1807	1383	806	10.0	-1.0	-513	-746	64	541	477	282	353	745	2116	515
8_50_500_20_float	3094	1657	84.26288019863439	-12.209057071960297	48.23596863529735	5	953	422	1847	1280	962	9.0	-1.0	-513	-948	6	1162	1156	267	19	972	2589	616
2_50_700_36_float	1898	1657	30.639387144992526	9.046711509715994	19.843049327354258	12	900	525	1251	1385	957	0.0	-1.0	-998	-822	111	587	476	76	15	915	1939	722
4_30_700_12_nonfl	6800	1657	151.64853300733498	-49.53363914373089	100.59108607553293	14	347	644	2281	1490	700	41.0	-5.0	-981	-1005	0	4387	4387	564	321	668	2522	427
6_70_100_20_float	2524	1657	111.45490454246215	35.53982883475971	73.49736668861092	0	794	537	1707	1506	965	8.0	-1.0	-1110	-119	40	565	525	377	19	813	2077	942
4_40_100_12_float	6582	1657	200.59386503067483	5.030981595092024	102.81242331288342	2	635	282	2343	1590	691	64.0	-1.0	-530	-160	3	3766	3763	755	25	660	2619	616
2_30_100_28_nonfl	5424	1657	150.9356872635561	31.33764186633039	91.13666456494325	0	256	886	2030	1597	998	26.0	-1.0	-1079	-130	21	3057	3036	570	351	607	1802	1019
10_30_300_28_float	3675	1657	89.36048749198204	2.3835792174470813	45.87203335471456	2	867	495	1756	1596	957	8.0	-1.0	-681	-553	27	1767	1740	315	18	885	2390	710
2_30_700_36_float	3333	1657	35.818666666666665	13.085666666666667	24.452166666666667	12	924	622	1454	1385	957	0.0	-1.0	-712	-822	33	1725	1692	129	16	940	2145	839
8_30_700_12_float	11067	1657	192.1929181929182	-43.03449328449329	117.61370573870575	13	640	259	2377	1494	845	71.0	-1.0	-847	-1162	0	8317	8317	734	26	666	2825	425
4_70_100_36_nonfl	1511	1657	67.66576576576577	66.07522522522522	66.8704954954955	0	236	840	1144	1487	1211	2.0	0.0	-1114	-120	254	398	144	220	269	505	1052	899
2_30_500_28_float	6198	1657	59.61200995644057	-1.1347230864965774	30.373366521468576	4	949	566	1699	1383	805	3.0	-1.0	-889	-588	10	4332	4322	230	17	966	2475	722
8_40_500_36_float	2291	1657	38.0534188034188	11.78525641025641	24.919337606837605	2	887	554	1367	1385	901	0.0	-1.0	-804	-519	92	843	751	125	15	902	2044	749
8_50_500_12_float	7166	1657	173.44036697247705	-30.729357798165136	102.08486238532109	7	689	273	2308	1494	836	60.0	-1.0	-757	-1008	1	4620	4619	640	25	714	2773	472
6_30_700_12_nonfl	5214	1657	151.64853300733498	-49.53363914373089	100.59108607553293	14	347	644	2281	1490	700	41.0	-5.0	-981	-1005	0	2801	2801	564	321	668	2522	427
10_50_100_28_float	2537	1657	110.04080221300138	42.432918395574	76.23686030428769	0	681	599	1612	1596	962	8.0	-1.0	-1155	-119	88	684	596	381	20	701	1917	955
4_50_300_28_nonfl	2140	1657	55.74517241379311	8.320344827586206	32.032758620689656	0	380	936	1584	1597	960	3.0	-1.0	-817	-320	82	584	502	169	350	730	1841	709
6_50_500_20_float	3149	1657	84.26288019863439	-12.209057071960297	48.23596863529735	5	953	422	1847	1280	962	9.0	-1.0	-513	-948	5	1216	1211	267	19	972	2589	616
6_50_300_36_nonfl	1640	1657	50.24610336341264	18.756357670221494	34.50123051681707	0	345	809	1284	1597	1211	2.0	-1.0	-999	-320	193	466	273	140	309	654	1456	673
2_60_500_28_float	2030	1657	43.424713031735315	2.362930452397029	22.893821742066173	2	953	527	1482	1280	962	1.0	-1.0	-815	-519	67	483	416	117	17	970	2250	695
2_30_700_12_nonfl	11705	1657	151.64853300733498	-49.53363914373089	100.59108607553293	14	347	644	2281	1490	700	41.0	-5.0	-981	-1005	0	9292	9292	564	321	668	2522	427
10_30_700_28_float	3489	1657	59.396103896103895	-4.734090909090909	32.0650974025974	11	937	523	1620	1383	805	3.0	-1.0	-712	-948	27	1732	1705	208	17	954	2377	686
10_30_500_36_nonfl	1320	1657	52.52780395852969	-1.2205466540999057	26.874175306314797	1	335	655	1132	1388	806	2.0	-1.0	-713	-520	299	431	132	114	281	616	1346	495
10_30_700_20_float	6194	1657	101.26378676470588	-20.810049019607842	61.036917892156865	13	915	399	1950	1383	683	16.0	-1.0	-513	-948	0	4121	4121	356	21	936	2661	582
8_40_300_36_float	2393	1657	66.14007092198581	17.98262411347518	42.061347517730496	1	825	532	1463	1596	901	3.0	-1.0	-864	-663	91	848	757	205	16	841	2026	778
4_40_300_28_nonfl	2738	1657	61.81793842034806	5.963855421686747	33.8908969210174	1	383	943	1662	1597	851	3.0	-1.0	-806	-664	52	1064	1012	203	356	739	1899	733
6_70_300_12_nonfl	3283	1657	121.55193992490614	-17.1558197747184	69.35387984981227	5	366	758	2072	1490	960	24.0	-3.0	-517	-443	10	1182	1172	394	294	660	2360	542
4_40_700_12_float	14155	1657	182.6834862385321	-41.03211009174312	111.85779816513761	13	660	275	2335	1494	845	66.0	-1.0	-847	-1162	0	11517	11517	680	25	685	2784	461
6_40_500_12_nonfl	4512	1657	140.4734107579462	-37.85146699266504	89.16243887530561	9	358	667	2247	1490	506	38.0	-4.0	-486	-1005	2	2177	2175	517	317	675	2502	453
2_30_100_36_float	4033	1657	152.50098554533508	44.136662286465175	98.31882391590013	0	592	642	1810	1596	957	20.0	-1.0	-868	-119	33	1766	1733	544	25	617	1897	1122
8_40_500_20_float	3819	1657	87.32114320835895	-14.02027027027027	50.67070673931461	5	949	420	1885	1280	805	11.0	-1.0	-561	-948	4	1822	1818	304	20	969	2631	605
10_40_100_36_nonfl	1737	1657	180.56037735849057	35.77405660377359	108.16721698113207	0	205	534	1381	1597	884	29.0	-1.0	-1038	-120	299	414	115	405	262	467	1138	720
6_70_500_20_float	2580	1657	77.0837531486146	-10.519509125235997	43.8016311369253	5	969	443	1764	1280	962	6.0	-1.0	-499	-948	10	747	737	219	19	988	2525	634
6_30_700_28_float	4617	1657	57.62150127226463	-4.337468193384224	30.979484732824428	11	947	545	1652	1383	805	3.0	-1.0	-712	-948	19	2819	2800	209	17	964	2427	700
6_30_100_12_nonfl	5237	1657	185.13716545012164	0.1575425790754258	92.64735401459853	3	299	601	2388	1588	806	53.5	-1.0	-538	-209	2	2506	2504	711	329	628	2334	625
10_60_700_12_float	6148	1657	170.1326530612245	-38.21768707482993	104.17517006802721	13	694	306	2234	1494	962	55.0	-1.0	-847	-1162	1	3709	3708	589	26	720	2704	504
8_70_300_12_float	4949	1657	155.7420659614188	-11.469819539514624	83.60594275046671	4	746	309	2159	1580	962	46.0	-1.0	-517	-775	2	2612	2610	524	22	768	2647	545
8_40_300_28_nonfl	1901	1657	72.43992537313433	1.2220149253731343	36.83097014925373	0	359	800	1521	1597	851	4.0	-1.0	-806	-320	134	464	330	202	330	689	1724	626
4_30_100_36_nonfl	2639	1657	176.81787584143606	36.647344801795064	106.73261032161557	0	220	717	1737	1597	806	29.0	-1.0	-868	-120	136	684	548	519	332	552	1385	957
8_50_100_36_nonfl	1705	1657	120.90985790408526	51.071492007104794	85.99067495559503	0	224	727	1301	1597	1211	11.0	-1.0	-1415	-120	255	423	168	331	274	498	1131	847
2_70_300_36_float	1497	1657	37.568013190436936	24.153751030502885	30.86088211046991	0	806	456	1164	1385	1144	0.0	-1.0	-1108	-319	198	379	181	99	10	816	1746	670
10_70_700_28_nonfl	1440	1657	48.011953833470734	-7.739901071723001	27.87592745259687	10	384	754	1288	1275	963	2.0	-1.0	-1109	-720	189	323	134	86	303	687	1577	546
6_40_300_20_nonfl	3016	1657	82.1964956195244	-8.236232790988735	45.21636420525657	2	400	903	1893	1336	969	9.0	-1.0	-806	-546	12	1083	1071	288	366	766	2204	626
8_40_300_36_nonfl	1518	1657	77.46960352422907	8.52511013215859	42.99735682819383	0	323	676	1271	1597	884	4.0	-1.0	-999	-320	254	437	183	180	303	626	1388	579
10_50_500_20_float	3041	1657	84.26288019863439	-12.209057071960297	48.23596863529735	5	953	422	1847	1280	962	9.0	-1.0	-513	-948	6	1109	1103	267	19	972	2589	616
4_30_700_28_nonfl	2843	1657	53.1686706746827	-10.138944555778224	31.653807615230463	12	402	937	1655	1275	963	3.0	-1.0	-711	-821	46	1190	1144	174	367	769	1955	672
8_60_300_20_float	2737	1657	84.03930817610063	-0.820125786163522	42.429716981132074	3	945	456	1779	1288	962	7.0	-1.0	-804	-883	12	834	822	274	15	960	2511	654
6_40_700_12_float	10830	1657	182.6834862385321	-41.03211009174312	111.85779816513761	13	660	275	2335	1494	845	66.0	-1.0	-847	-1162	0	8192	8192	680	25	685	2784	461
4_60_100_36_float	1872	1657	85.85771704180064	62.84043408360129	74.34907556270096	0	575	662	1251	1506	1203	1.0	-1.0	-1116	-119	168	455	287	284	14	589	1500	974
8_40_100_20_nonfl	2850	1657	139.24935064935065	23.92305194805195	81.5862012987013	0	319	812	1949	1623	969	20.0	-1.0	-838	-149	36	683	647	488	317	636	1896	867
2_30_500_20_float	7181	1657	96.6859756097561	-16.556368068251068	56.62117183900358	5	923	407	1950	1383	805	15.0	-1.0	-561	-948	0	5096	5096	359	21	944	2682	579
4_40_100_36_float	3222	1657	130.3318553888131	48.68008185538881	89.50596862210095	0	598	687	1647	1596	1131	11.0	-1.0	-930	-119	62	1176	1114	467	23	621	1802	1107
2_50_300_12_float	9390	1657	175.04136029411765	-16.497242647058822	95.76930147058823	4	696	268	2300	1590	776	61.0	-1.0	-457	-775	0	6842	6842	637	23	719	2749	492
10_50_500_36_float	1907	1657	29.94703230653644	11.589782118707738	20.768407212622087	1	878	529	1255	1385	957	0.0	-1.0	-998	-519	125	604	479	89	15	893	1945	702
4_70_700_12_nonfl	4306	1657	129.69283489096574	-44.35411471321696	87.02347480209136	14	362	734	2114	1490	959	27.0	-4.0	-981	-1005	3	2180	2177	408	294	656	2401	513
10_70_500_36_float	1447	1657	27.069237147595356	11.302238805970148	19.185737976782754	1	840	446	1126	1385	957	0.0	-1.0	-1108	-519	202	381	179	59	12	852	1778	622
10_60_100_12_nonfl	3033	1657	151.5653698979592	12.817602040816327	82.19148596938776	3	320	729	2087	1588	960	30.0	-1.0	-600	-209	22	764	742	521	292	612	2100	744
2_40_500_28_nonfl	2788	1657	46.18301514154049	-3.5497037524687296	24.86635944700461	3	409	988	1641	1275	806	3.0	-1.0	-806	-520	38	1135	1097	149	359	768	1976	703
10_40_700_36_float	2102	1657	37.51656848306333	8.974963181148748	23.245765832106038	12	872	523	1321	1385	901	0.0	-1.0	-804	-822	112	740	628	106	15	887	1976	725
10_30_700_12_float	9607	1657	192.1929181929182	-43.03449328449329	117.61370573870575	13	640	259	2377	1494	845	71.0	-1.0	-847	-1162	0	6857	6857	734	26	666	2825	425
10_60_100_12_float	4079	1657	177.1293157564344	12.95731324544884	95.04331450094162	2	679	350	2157	1580	962	45.0	-1.0	-868	-160	9	1572	1563	628	22	701	2466	698
4_60_100_12_nonfl	3557	1657	150.9361904761905	12.875238095238096	81.9057142857143	3	321	734	2095	1588	960	29.0	-1.0	-600	-209	14	1273	1259	521	293	614	2109	748
4_70_100_36_float	1611	1657	67.90214592274678	65.22832618025751	66.56523605150215	0	567	623	1140	1506	1203	0.0	-1.0	-1116	-119	222	399	177	230	11	578	1403	916
10_60_100_28_nonfl	1774	1657	117.5906862745098	44.01552287581699	80.8031045751634	0	261	757	1430	1499	1336	9.5	-1.0	-1157	-120	190	346	156	321	271	532	1336	841
